Time in ms,X in mm,Y in mm,Z in mm
20162.5309,248.3,325.68,480.69
20186.4326,247.07,325.69,479.85
20213.40156,247.6,325.74,477.59
20243.00623,248.0,325.73,478.15
20266.3753,247.06,325.69,480.42
20289.04963,247.06,326.12,479.58
20313.50565,246.54,325.65,482.43
20338.30833,247.93,325.71,479.28
20361.74273,247.58,326.14,477.87
20394.57273,247.59,325.75,477.87
20420.40777,248.04,324.91,477.57
20447.58558,247.9,323.58,479.86
20471.37427,247.93,322.34,479.56
20496.14,247.89,321.04,479.87
20521.19517,248.26,320.16,481.57
20547.36376,248.22,318.86,482.45
20570.25242,248.14,318.37,484.19
20595.55435,248.65,318.02,481.87
20620.03493,247.87,317.23,480.71
20645.38288,248.58,316.67,483.89
20670.98045,248.16,316.68,483.6
20694.26227,248.17,316.69,483.6
20719.15126,248.69,316.36,481.28
20745.72659,247.8,316.31,482.15
20770.0572,247.8,315.46,482.44
20795.04871,247.52,314.35,479.0
20822.14952,247.51,313.5,479.29
20844.3985,247.48,313.03,480.13
20871.35887,247.47,313.44,480.43
20897.6686,247.85,313.82,481.28
20921.24152,247.08,315.18,479.57
20949.43666,247.11,315.17,479.29
20979.61688,247.51,314.33,479.56
21013.26418,247.5,314.32,479.57
21043.83373,247.82,315.07,481.57
21066.43748,247.5,315.57,479.86
21092.87548,247.9,316.4,480.42
21124.87912,248.16,316.25,483.32
21149.60074,248.59,316.67,483.89
21175.85707,248.55,317.51,483.91
21197.27564,248.52,318.75,485.07
21222.24832,248.26,320.16,481.85
21245.95404,247.99,321.09,478.72
21270.70975,248.58,322.64,483.6
21296.15569,247.96,323.19,478.99
21319.65637,247.56,323.62,478.42
21349.8106,248.23,323.95,481.88
21376.62864,247.93,324.44,479.28
21402.19641,247.58,324.88,478.14
21427.19293,247.99,324.88,478.42
21454.57315,248.25,325.24,481.58
21477.84519,248.24,325.24,481.57
21499.55964,247.95,325.72,479.27
21524.90592,248.25,326.08,481.58
21548.95735,248.25,325.67,481.29
21578.03702,247.57,325.73,478.14
21602.41199,248.05,326.17,477.29
21628.00646,247.58,325.73,477.86
21655.7951,248.0,325.32,477.87
21683.86626,247.88,324.83,480.14
21709.43785,248.26,323.98,481.57
21743.52694,247.59,323.65,478.14
21766.92438,247.6,323.65,477.85
21795.81022,247.89,322.73,480.15
21819.94438,247.54,322.78,478.73
21845.8879,247.86,321.87,481.0
21872.38216,248.21,320.14,482.44
21896.67201,248.17,319.25,483.31
21928.56646,248.08,318.75,485.07
21949.9898,248.14,318.36,484.18
21974.87593,248.66,318.44,481.87
22001.17993,248.1,317.45,485.07
22028.5244,248.17,316.69,483.6
22049.71743,247.94,316.43,479.3
22075.75846,247.44,315.54,480.72
22099.18308,247.5,315.6,479.57
22134.2032,247.85,315.51,481.29
22160.10332,247.44,315.12,480.71
22187.69741,247.88,313.87,480.42
22214.60414,247.48,313.89,479.86
22243.66045,247.85,313.81,481.29
22265.65361,247.51,314.35,479.57
22289.73079,247.11,315.19,479.27
22313.09247,247.42,315.09,481.01
22336.08723,247.9,315.14,480.42
22365.0229,247.51,315.6,479.57
22393.5225,247.92,316.43,479.85
22415.75742,247.84,316.76,481.57
22442.74735,248.66,316.75,481.86
22472.16749,248.72,318.49,480.71
22499.66788,247.93,318.97,479.28
22528.13458,248.21,320.12,482.44
22552.42181,247.98,321.96,478.43
22580.62768,248.32,322.73,480.42
22605.62682,247.6,323.63,477.59
22633.54325,248.22,323.53,482.45
22662.98127,247.59,324.91,477.86
22692.60883,247.97,325.72,478.71
22715.99555,247.59,325.73,477.85
22747.30754,247.55,325.72,478.72
22771.31057,248.01,325.72,477.85
22797.23835,248.01,325.72,477.86
22825.63591,247.62,325.74,477.02
22849.81775,247.58,325.74,478.14
22876.85823,247.62,325.75,477.02
22899.37878,248.25,325.67,481.58
22927.24204,247.58,325.31,477.86
22953.03535,247.12,324.87,479.0
22980.43323,247.98,324.04,478.71
23004.64439,248.57,323.06,483.61
23029.36387,247.9,321.88,480.42
23053.22218,248.21,320.13,482.44
23078.21774,248.54,318.32,484.78
23104.39301,248.19,317.13,483.02
23130.4369,248.15,316.68,483.62
23154.60372,247.79,316.73,482.43
23180.13573,247.89,316.39,480.42
23209.1043,247.78,315.44,482.73
23239.28285,247.51,315.17,479.85
23266.68978,247.47,314.71,480.43
23289.79707,247.46,314.7,480.42
23316.23125,247.09,314.76,479.56
23342.48757,247.87,313.86,480.43
23371.13857,247.78,313.76,482.44
23396.18707,247.89,313.83,480.71
23422.86921,247.46,315.13,480.69
23445.28723,247.82,315.06,481.87
23472.08738,247.88,315.97,480.7
23503.75867,248.09,316.19,485.06
23528.89061,248.18,316.69,483.31
23559.30686,248.24,316.77,481.86
23580.8239,248.16,317.52,483.89
23604.75016,248.71,318.49,481.0
23628.71981,247.85,318.89,481.01
23655.64585,248.18,320.1,483.31
23681.40864,247.81,321.82,482.15
23704.813,248.01,322.8,478.14
23728.67155,247.95,323.61,479.0
23754.41027,248.24,323.52,481.86
23778.4605,247.92,324.42,479.57
23800.18616,248.26,324.81,481.01
23825.12689,247.56,325.31,478.43
23850.4343,247.92,325.69,479.58
23876.00374,247.92,325.69,479.57
23899.74833,248.0,326.15,478.13
23925.82321,248.04,325.74,477.3
23961.97081,248.02,325.73,477.3
23986.77397,247.14,326.14,478.42
24011.04951,247.59,325.74,477.85
24035.94804,247.94,325.69,479.01
24061.77545,247.98,325.73,478.15
24085.60085,248.04,325.33,477.57
24110.24523,247.14,324.46,478.42
24132.64585,247.54,323.61,478.72
24158.25725,248.26,321.85,481.85
24181.76675,248.21,320.13,482.44
24205.24955,248.22,318.84,482.16
24231.27675,248.12,318.78,484.48
24256.11877,248.18,318.83,483.03
24279.09899,248.15,318.38,483.6
24302.88243,248.3,317.23,480.7
24327.64292,247.86,316.36,481.28
24359.01093,247.82,315.48,481.87
24382.66492,247.49,314.76,479.56
24408.30636,247.48,315.14,480.14
24438.72309,247.78,315.01,482.74
24467.18812,247.48,313.89,479.58
24495.10431,247.15,313.95,478.71
24515.87152,247.52,313.93,479.28
24542.22703,247.47,313.88,480.14
24568.42685,247.14,314.81,478.42
24600.24953,247.81,315.49,481.87
24627.30098,248.14,314.94,484.19
24652.54331,247.88,315.1,480.99
24676.38326,247.47,315.56,480.42
24698.627,247.86,316.35,481.01
24721.3335,248.17,316.7,483.31
24745.47482,248.18,317.98,482.75
24778.404,248.21,319.69,482.45
24804.27337,248.19,320.11,483.31
24833.3087,248.26,322.28,481.29
24859.42268,247.94,323.62,479.27
24883.40807,247.97,324.45,479.0
24909.40428,248.28,325.67,480.43
24933.76541,247.96,325.71,478.99
24959.30791,247.54,326.13,478.72
24982.92279,248.05,325.76,477.01
25011.51562,247.58,325.75,478.17
25032.78375,247.95,325.71,478.73
25064.55827,247.58,325.72,478.15
25089.72335,248.02,326.15,477.59
25116.07194,247.59,325.74,478.14
25142.63272,247.61,325.74,477.58
25167.84358,248.26,325.68,481.28
25194.64731,247.58,324.47,478.42
25220.29638,248.0,324.04,478.44
25244.04812,248.66,323.12,482.42
25266.81328,248.55,320.06,484.19
25293.28346,248.69,318.46,481.86
25320.48965,248.69,316.78,481.57
25343.52374,248.17,316.27,483.31
25366.0078,247.79,316.3,482.73
25393.15367,248.63,316.7,482.73
25416.74972,248.18,316.25,483.32
25445.40453,247.93,316.45,479.56
25467.74507,247.49,315.58,480.12
25494.64822,247.82,315.05,481.86
25516.8829,247.86,315.1,481.27
25542.61613,247.51,314.31,479.84
25570.05954,247.83,313.36,481.86
25601.11046,247.47,313.45,480.14
25629.19641,247.14,313.97,478.43
25654.7575,247.51,314.75,479.56
25678.97606,247.53,315.61,479.28
25705.39808,247.84,315.5,481.29
25731.65774,247.84,315.5,481.56
25759.53531,247.88,316.4,480.43
25782.13167,248.14,316.68,483.6
25810.31823,248.5,317.89,485.37
25834.56302,248.71,318.9,481.28
25860.15964,248.23,319.73,482.15
25883.45242,248.27,320.56,481.86
25909.47866,248.27,321.44,481.01
25931.64659,248.27,321.86,481.28
25962.85224,248.58,323.07,483.59
25985.04257,248.63,323.53,482.72
