Time in ms,X in mm,Y in mm,Z in mm
12262.6617,246.45,318.55,482.94
12294.96551,246.48,318.58,482.49
12321.17677,246.1,318.57,482.03
12351.93157,245.39,318.65,480.48
12380.56803,246.47,318.52,482.51
12411.47828,247.18,318.85,483.87
12439.17823,246.2,318.52,482.35
12468.80627,246.68,318.56,480.98
12503.0055,247.02,318.84,484.14
12529.55079,246.72,318.52,482.72
12562.56437,246.09,318.62,481.41
12593.77408,246.48,318.53,483.1
12624.64905,246.22,318.56,482.09
12655.31659,246.95,318.48,483.36
12687.14619,246.56,318.53,482.32
12714.25986,246.93,318.47,482.62
12745.09859,245.42,318.61,479.93
12770.94507,246.55,318.89,482.42
12799.89076,246.53,318.82,483.24
12829.97894,246.09,318.48,481.96
12860.0626,246.77,318.5,483.36
12889.27388,246.8,318.57,482.66
12917.94991,246.38,318.58,482.62
12947.69216,246.35,318.52,482.78
12977.96392,247.17,318.43,484.84
13008.87299,246.84,318.51,482.86
13039.09159,246.43,318.5,482.65
13069.81134,245.41,318.98,480.27
13102.11253,245.85,318.47,481.98
13129.73928,245.89,318.5,481.63
13162.39858,246.77,318.49,482.81
13193.21609,246.6,318.61,481.39
13219.56325,246.51,318.58,480.9
13248.95287,246.87,318.45,483.2
13280.20024,246.9,318.86,483.68
13311.83887,246.66,318.45,483.11
13344.77091,246.39,318.45,482.47
13373.32129,246.51,318.46,482.48
13402.10247,244.58,318.54,481.68
13428.84755,245.05,318.55,480.69
13458.01139,246.03,318.42,482.88
13487.87332,246.88,318.43,482.67
13519.98472,246.6,318.44,482.65
13546.55313,246.5,318.43,482.65
13582.3772,246.44,318.93,480.0
13612.70738,246.6,318.49,480.65
13644.89365,247.05,318.85,481.77
13678.9813,246.66,318.45,482.45
13712.38565,246.33,318.48,482.35
13741.03189,246.45,318.47,482.57
13770.79248,246.56,318.5,482.39
13798.08688,246.98,318.92,481.77
13834.92517,246.51,318.43,482.56
13859.85184,246.93,318.43,482.43
13895.23458,246.18,318.48,481.86
13925.32659,246.19,318.9,482.2
13957.66091,246.66,318.43,481.7
13986.8803,246.53,318.4,482.78
14013.50737,244.87,318.48,481.95
14045.03322,246.92,318.47,482.19
14070.33777,246.42,318.42,482.81
14097.31841,246.24,318.42,482.49
14128.53861,247.06,318.41,483.1
14159.42836,246.29,318.43,482.07
14188.2565,246.69,318.37,482.68
14214.18524,246.93,318.91,480.01
14252.40064,246.43,318.79,482.25
14280.22289,246.59,318.41,481.09
14313.21383,246.94,318.38,482.94
14345.05796,246.55,318.49,482.52
14378.09873,246.21,318.92,481.51
14411.68165,246.24,318.46,482.25
14445.31751,246.62,318.87,481.84
14478.40428,246.93,318.44,483.18
14504.51374,246.46,318.52,482.35
14536.28516,246.81,318.5,482.93
14566.06245,245.81,318.68,480.28
14595.85929,246.15,318.54,481.81
14628.77607,246.47,318.49,482.43
14656.98242,246.42,318.49,482.67
14688.90953,246.71,318.43,483.12
14719.99526,247.07,318.83,483.18
14771.18278,246.36,318.87,482.27
14830.45101,245.9,318.61,479.66
14869.29131,246.37,318.64,481.15
14899.24693,245.87,318.69,480.67
14931.81443,246.18,318.76,479.52
14963.5427,246.73,318.6,482.75
15001.9412,246.58,318.6,481.71
15038.81073,246.57,318.18,481.91
15072.42155,246.17,318.58,482.13
15114.64024,246.75,318.5,482.22
15146.28386,246.87,318.43,481.01
15177.50573,246.38,318.35,482.6
15205.2393,247.25,318.81,482.12
15232.27143,246.49,318.39,481.26
15261.63292,245.42,318.48,478.88
15297.96338,247.06,318.81,481.95
15328.75586,246.59,318.38,481.82
15361.81974,246.76,318.32,482.94
15393.40305,246.81,318.38,482.59
15426.82362,246.47,318.83,481.92
15457.2928,245.76,318.45,480.78
15488.44266,246.67,318.83,480.82
15519.13309,247.0,318.8,482.34
15547.57667,246.38,318.38,482.95
15578.45688,246.78,318.45,482.22
15606.94599,246.8,318.45,483.15
15637.98666,246.46,318.48,482.74
15668.92982,246.95,318.47,482.62
15697.93606,246.55,318.86,482.9
15729.24829,246.59,318.87,481.95
15756.12354,246.6,318.41,482.88
15787.12606,247.06,318.91,482.35
15813.47013,245.94,318.63,480.34
15845.34168,245.06,318.58,480.89
15876.29533,247.12,318.98,481.97
15902.67158,246.22,318.64,481.26
15932.96766,246.64,318.6,482.59
15962.44121,246.96,318.59,482.76
15996.05417,245.02,318.69,481.02
16023.33879,246.26,318.62,482.56
16054.17323,247.14,318.54,483.11
16080.32608,246.21,318.59,481.94
16112.19573,246.57,318.55,482.61
16143.45169,247.06,318.86,484.28
16170.50958,245.61,318.63,480.6
16198.41695,245.67,318.63,480.37
16229.1255,247.03,319.11,479.81
16263.75556,246.7,318.56,482.52
16296.41032,246.18,318.58,482.31
16330.09529,245.6,318.76,479.34
16365.3121,246.74,318.59,483.41
16398.54121,247.05,318.5,483.29
16429.33631,246.64,318.21,481.83
16457.60727,245.82,318.54,482.8
16488.53779,246.84,318.86,482.36
16520.04528,246.1,318.47,481.86
16546.206,246.88,318.85,481.22
16576.4184,246.82,318.38,483.53
16604.56061,246.82,318.48,482.02
16636.10983,246.45,318.46,483.01
16670.31455,245.75,318.53,481.52
16697.45183,246.57,318.84,482.37
16728.23358,246.08,318.39,483.04
16753.87549,246.48,318.85,482.08
16781.25286,247.01,318.3,485.19
16811.81431,247.03,318.4,483.85
16845.02602,245.19,318.62,480.44
16872.14851,246.43,318.51,482.89
16898.6094,247.11,318.98,480.7
16928.92051,246.09,318.47,481.92
16956.16102,247.15,318.38,484.03
16982.40662,246.98,318.59,479.9
17015.08021,246.11,318.56,481.27
17040.78054,247.06,318.98,481.42
17070.97077,246.64,318.85,482.17
17097.41139,246.61,318.04,483.2
17128.12161,245.63,318.68,479.43
17159.16443,246.34,318.22,480.87
17186.2843,247.09,318.58,482.16
17221.46392,246.35,318.42,482.89
17256.03032,246.77,318.45,482.37
17287.37617,246.45,318.84,480.65
17314.10789,246.39,318.36,482.91
17348.2604,246.96,318.46,480.81
17378.01981,246.11,318.45,481.52
17405.87282,245.7,318.49,481.06
17438.13515,247.23,318.73,483.52
17465.92498,246.76,318.32,483.17
17496.65332,246.72,318.85,481.3
17527.22049,247.02,318.26,485.37
17553.8969,246.9,318.47,481.92
17581.23374,245.79,318.57,480.47
17611.58252,246.99,318.43,483.39
17639.68158,245.62,318.97,480.35
17670.97497,245.45,318.54,480.01
17699.08118,246.53,318.85,482.19
17730.65305,247.01,318.39,484.1
17763.39579,246.86,318.16,482.79
17795.30382,246.8,318.52,483.71
17820.98556,246.56,318.56,482.09
17853.7941,247.18,318.4,483.99
17880.4822,246.59,318.9,480.97
17905.59769,246.24,318.44,481.85
17937.43825,246.74,318.86,481.73
17965.16871,245.92,318.46,482.11
17995.09859,245.85,318.89,481.85
18020.76483,246.61,318.47,482.75
18052.58703,246.02,318.5,482.4
18085.61063,246.98,318.52,484.07
18113.76953,246.72,318.65,480.54
18146.57855,246.55,318.49,483.15
18178.22027,247.14,318.94,482.9
18210.41608,246.38,318.51,482.68
18237.46824,246.8,318.44,484.39
18264.35852,245.82,318.61,481.63
18297.55664,246.66,318.2,481.16
18327.73018,246.65,318.57,482.26
18359.47299,246.09,318.46,482.62
18392.36546,246.04,318.42,482.42
18422.05667,245.71,318.48,480.42
18448.63558,245.99,318.37,482.34
18480.34668,247.18,318.79,482.6
18514.88233,246.9,318.27,483.43
18547.48178,246.88,318.75,483.09
18578.14431,247.04,318.37,482.99
18606.54974,246.7,318.35,482.87
18638.24368,246.66,318.93,480.84
18666.0161,246.74,318.41,481.91
18697.155,246.81,318.84,481.66
18725.59905,245.69,318.56,479.12
18754.51159,246.36,318.43,482.33
18783.00452,246.82,318.51,481.55
18811.95998,245.44,318.58,480.53
18846.12632,245.71,318.58,480.68
18879.85301,246.35,318.41,482.39
18905.3297,246.62,318.44,482.74
18936.49578,246.88,318.94,481.7
18962.01563,246.45,318.5,480.55
18992.95664,246.85,318.79,483.92
19021.62528,246.95,318.83,483.7
19048.88749,246.71,318.53,482.19
19079.13303,246.44,318.58,482.28
19111.32574,245.84,318.66,480.74
19140.81907,245.99,318.71,480.23
19169.90018,245.78,318.58,481.55
19197.67523,246.18,318.58,481.39
19230.51167,246.04,318.69,479.75
19266.18123,246.92,318.51,482.43
19299.15142,246.6,319.01,479.53
19329.0081,246.49,318.52,481.14
19357.43213,246.67,318.98,480.41
19392.52543,246.7,318.57,481.58
19420.58754,246.7,318.55,482.7
19447.70098,246.7,318.53,482.93
19478.30987,246.05,318.65,480.72
19512.47525,246.51,318.95,482.49
19542.6271,246.17,318.5,482.07
19570.76645,245.77,318.98,480.67
19598.11831,246.84,318.51,482.81
19625.65517,247.1,318.86,483.95
19659.67846,246.67,318.63,481.79
19692.74783,246.74,318.63,482.3
19721.76886,246.05,318.63,481.82
19746.80305,246.93,318.63,482.68
19777.53544,246.51,318.58,482.97
19803.62272,246.08,318.61,481.75
19834.43403,246.49,318.55,482.92
19865.48471,246.93,318.99,481.34
19901.84069,246.78,318.48,483.24
19926.85127,246.41,318.52,482.43
20029.69337,245.82,318.87,482.52
20067.76047,245.11,318.53,480.95
20101.38559,246.16,318.83,482.84
20135.00595,246.76,318.5,482.43
20165.79771,246.55,318.64,480.68
20195.56189,246.5,318.67,480.44
20235.69036,246.88,318.51,483.09
20265.6703,246.93,318.48,484.22
20297.18447,246.73,318.58,482.36
20328.10426,246.45,318.51,482.38
20359.57527,246.59,318.9,482.22
20391.69431,245.94,318.52,481.04
20425.14157,246.28,318.47,481.93
20453.56202,246.61,318.9,482.47
20481.90737,246.47,318.46,483.1
20514.1468,246.8,318.48,482.96
20548.22588,245.99,318.54,482.21
20579.30231,246.03,318.57,481.86
20612.44512,246.46,318.53,482.0
20639.54973,246.78,318.47,483.09
20665.64727,246.78,318.54,480.79
20695.84084,246.71,318.46,482.09
20726.57275,246.8,318.49,481.88
20760.92172,246.85,318.42,483.06
20788.20467,245.44,318.58,479.63
20817.66224,246.23,318.46,481.83
20847.7354,245.91,318.85,481.67
20878.21841,246.88,318.37,482.66
20911.44896,247.0,318.31,484.2
20950.64974,246.67,318.53,480.87
20980.63612,245.89,318.47,482.25
21009.48954,246.1,318.82,481.58
21038.41901,246.53,318.77,482.34
21072.15834,246.45,318.79,482.51
21104.66528,246.86,318.49,481.27
21134.51338,246.73,318.5,483.23
21165.29918,245.91,318.56,482.16
21198.37189,246.89,318.61,481.78
21231.80485,246.45,318.97,482.52
21261.96599,246.79,318.46,483.12
21294.7309,246.84,318.52,483.03
21321.05136,245.75,318.65,480.87
21348.02699,246.87,318.49,483.79
21380.59926,247.28,318.87,485.08
21412.66203,246.47,318.49,482.61
21442.39187,245.4,318.65,479.73
21474.84112,246.72,318.62,481.1
21504.34732,247.02,318.51,483.74
21530.35688,245.78,318.65,480.81
21555.85504,246.03,318.61,481.5
21587.62646,246.79,318.5,483.09
21619.5612,246.68,318.44,483.06
21652.36163,246.98,318.05,483.51
21682.23357,246.8,318.59,480.14
21714.71882,246.38,318.42,482.92
21746.91701,247.25,318.68,484.84
21780.10917,246.23,318.71,481.99
21813.49349,246.37,318.45,479.76
21848.14095,246.31,318.79,481.99
21873.44122,246.64,318.38,482.78
21905.25484,246.22,318.48,481.93
21935.65154,246.49,318.44,483.11
21964.87045,246.87,318.45,482.62
21997.92361,246.86,318.86,482.35
22029.42991,245.73,318.55,480.33
22060.87112,246.59,318.93,480.74
22090.42907,246.53,318.47,483.28
22122.23148,245.39,318.65,480.16
22155.14183,246.14,318.7,479.57
22187.5248,246.39,318.58,482.21
22221.3645,246.55,318.55,482.11
22249.21322,246.51,318.15,482.13
22283.30278,246.81,318.85,484.36
22312.53123,246.61,318.52,482.28
22338.64522,246.65,318.48,482.65
22365.48972,247.15,318.84,482.33
22396.65842,246.05,318.48,482.02
22429.73113,246.97,318.47,482.18
22459.46407,246.21,318.47,482.73
22487.01477,245.87,318.57,480.75
22517.01975,245.49,319.01,480.12
22545.94064,246.11,318.42,482.7
22576.44105,247.03,318.72,485.52
22604.65932,246.53,318.57,481.65
22640.02275,246.51,318.65,480.7
22672.58906,246.72,319.1,479.41
22704.66852,246.97,318.47,484.48
22732.2681,246.75,318.62,481.88
22761.73854,246.03,318.69,480.55
22788.44094,245.82,318.73,479.73
22820.48297,246.65,319.02,481.16
22854.35653,245.3,318.24,480.55
22881.65545,245.63,318.72,480.11
22913.34152,245.92,318.65,480.8
22944.39626,246.53,318.58,481.79
22973.49524,246.49,319.05,479.41
23004.2851,246.64,318.42,482.48
23033.00714,246.82,318.53,480.93
23063.15541,246.76,318.45,483.85
23095.5708,246.87,318.49,484.01
23126.58954,246.73,318.51,481.87
23156.83818,245.72,318.56,480.58
23187.42609,246.24,318.88,481.52
23214.52832,245.9,318.85,480.94
23245.32723,246.5,318.39,483.19
23273.28444,246.05,318.88,482.28
23304.70562,246.93,318.49,484.29
23332.58057,246.98,318.54,483.28
23364.70437,246.59,318.56,481.82
23395.0789,245.66,318.37,478.89
23429.44074,247.0,319.03,480.37
23460.01697,245.35,318.56,480.65
23493.56961,246.44,318.46,482.67
23525.53582,246.74,318.43,483.3
23553.50351,246.27,318.55,481.96
23581.75421,246.96,318.45,483.43
23612.19287,247.03,318.88,482.17
23643.40305,246.21,318.48,482.39
23672.33014,246.9,318.92,480.82
23698.99035,245.78,318.54,480.41
23729.07424,245.4,318.58,479.88
23756.51169,246.51,318.45,483.3
23793.71309,246.65,318.48,483.26
23821.02585,246.88,318.42,484.71
23853.17588,246.58,318.59,480.23
23881.91676,246.93,318.85,483.17
23912.28652,247.16,318.85,482.43
23942.70062,246.45,318.85,482.31
23972.49317,245.44,318.61,479.59
24008.13723,245.92,318.63,481.01
24038.19585,246.35,318.67,480.67
24070.60695,246.74,318.57,483.15
24097.80979,245.87,318.7,480.11
24129.12917,246.17,318.59,481.53
24163.97715,246.95,318.89,483.5
