Time in ms,X in mm,Y in mm,Z in mm
19561.03468,249.46,317.61,480.76
19587.61907,249.51,317.22,479.61
19611.588,249.51,317.21,479.89
19638.44633,249.49,317.2,480.19
19661.81755,249.48,317.63,480.18
19687.71911,249.5,317.64,480.18
19711.64632,249.53,317.22,479.6
19737.42342,249.51,317.65,479.61
19765.86628,249.49,317.2,479.9
19790.83037,249.47,317.62,480.48
19813.98511,249.5,317.22,479.89
19838.1052,249.17,317.29,477.88
19861.69386,249.5,317.22,480.18
19888.8154,249.87,317.17,481.34
19911.98564,249.48,317.21,480.47
19937.52599,249.85,317.16,481.35
19960.6266,249.48,317.21,480.18
19982.63097,249.49,317.21,479.9
20012.71176,249.5,317.21,479.9
20037.99009,249.51,317.23,479.9
20063.64346,249.53,317.24,479.33
20088.94086,249.51,317.23,479.6
20113.38997,249.52,317.24,479.33
20137.35271,249.5,317.66,479.88
20162.01472,249.49,317.22,480.17
20187.97135,249.49,317.21,479.89
20211.56716,249.52,317.24,479.32
20237.50973,249.48,317.62,480.18
20261.02233,249.53,317.23,479.61
20282.55987,249.48,317.21,480.48
20308.77566,249.49,317.22,480.18
20337.70847,249.84,317.17,481.34
20364.56013,249.88,317.18,481.05
20389.76359,249.48,317.21,480.18
20412.292,249.55,317.25,479.03
20439.84032,249.86,317.59,481.34
20464.54883,249.51,317.65,479.6
20488.99031,249.48,317.2,480.47
20513.23438,249.52,317.24,479.6
20539.16764,249.51,317.22,479.61
20563.58981,249.5,317.21,479.89
20589.13898,249.51,317.64,480.17
20614.95447,249.48,317.64,480.19
20642.16805,249.51,317.22,479.89
20669.63458,249.54,317.23,479.6
20695.7252,249.5,317.22,479.9
20720.57843,249.12,317.23,479.31
20745.32723,249.5,317.65,479.9
20765.56325,249.87,317.17,481.63
20791.92257,249.49,317.2,480.47
20814.05592,249.52,317.67,479.32
20842.69166,249.47,317.62,480.19
20865.42273,249.13,317.28,478.74
20890.34009,249.18,317.3,477.61
20913.4233,249.53,317.24,479.04
20938.29894,249.5,317.21,479.9
20963.06992,249.48,317.21,480.18
20990.16094,249.49,317.23,479.88
21012.56871,249.52,317.22,479.89
21038.25283,249.49,317.21,480.18
21060.68134,249.49,317.2,479.9
21088.00554,249.51,317.22,479.89
21113.26909,249.47,317.2,480.19
21138.64779,249.51,317.24,479.6
21161.70573,249.45,317.18,480.76
21192.58332,249.86,317.15,481.62
21221.04907,249.16,317.28,478.18
21244.72976,249.54,317.25,479.31
21266.68715,249.51,317.22,479.89
21292.57417,249.1,317.25,479.04
21315.14144,249.49,317.63,479.9
21340.05547,249.86,317.18,481.05
21365.55696,249.48,317.63,480.18
21390.51342,249.5,317.65,479.61
21414.41894,249.17,317.72,477.87
21440.81378,249.5,317.22,479.89
21463.53555,249.51,317.23,479.6
21490.11683,249.5,317.23,479.6
21513.21292,249.82,317.14,482.21
21544.32273,249.5,317.22,479.89
21566.86425,249.53,317.67,479.32
21592.13328,249.12,317.24,479.03
21619.4253,249.48,317.2,480.18
21644.11068,249.11,317.25,479.04
21670.48883,249.12,317.68,478.75
21694.66281,249.51,317.65,479.89
21722.84532,249.51,317.23,479.6
21744.85493,249.89,317.62,481.06
21766.50023,249.8,317.1,482.52
21793.30087,249.86,317.17,481.34
21822.9239,249.52,317.65,479.6
21844.90848,249.88,317.61,481.04
21865.75913,249.52,317.64,479.61
21891.75677,249.48,317.21,480.19
21915.62676,249.51,317.24,479.31
21944.04817,249.17,317.28,478.18
21972.53084,249.51,317.64,479.61
21994.95482,249.52,317.24,479.33
22021.51132,249.5,317.23,479.89
22044.41905,249.5,317.21,479.89
22071.4674,249.14,317.28,478.18
22094.79952,249.88,317.19,480.76
22118.88814,249.49,317.21,480.18
22143.17942,249.51,317.22,479.89
22165.06195,249.13,317.26,478.74
22190.18269,249.5,317.21,479.89
22213.12523,249.52,317.65,479.33
22242.02418,249.14,317.7,478.46
22266.70742,249.87,317.6,481.34
22291.75806,249.49,317.62,479.9
22316.18738,249.49,317.22,479.9
22344.29908,249.52,317.24,479.32
22371.46449,249.5,317.2,479.9
22396.37184,249.52,317.65,479.6
22420.45164,249.49,317.22,479.91
22448.15087,249.52,317.65,479.61
22473.87862,249.52,317.23,479.6
22495.23139,249.5,317.21,479.89
22520.19072,249.49,317.21,479.9
22544.78168,249.5,317.64,479.61
22571.00606,249.52,317.22,479.87
22594.65957,249.49,317.24,479.61
22621.93918,249.51,317.23,479.61
22644.52243,249.12,317.25,479.04
22670.40634,249.5,317.22,480.18
22694.35644,249.47,317.62,480.47
22720.92891,249.15,317.26,478.45
22744.83967,249.51,317.23,479.32
22770.1025,249.18,317.29,478.17
22796.87309,249.86,317.16,481.63
22821.82622,249.44,317.17,480.77
22845.69764,249.86,317.17,481.34
22870.59808,249.49,317.23,479.61
22894.53006,249.49,317.21,480.17
22916.20278,249.54,317.24,479.32
22941.3507,249.5,317.22,479.9
22966.95662,249.83,317.57,481.93
22993.07132,249.53,317.67,479.6
23014.68658,249.48,317.2,480.19
23037.94312,249.81,317.15,481.65
23060.82797,249.88,317.2,480.76
23082.52001,249.53,317.65,479.62
23107.52487,249.16,317.27,478.18
23130.62787,249.86,317.17,481.35
23157.26948,249.48,317.21,480.18
23182.49226,249.54,317.68,479.02
23207.8588,249.51,317.22,479.61
23230.83663,249.13,317.24,478.76
23260.70213,249.48,317.21,479.91
23287.90402,249.52,317.24,479.6
23311.32221,249.53,317.65,479.31
23338.0692,249.49,317.21,479.62
23362.56886,249.52,317.21,479.61
23387.9714,249.48,317.19,480.47
23411.64231,249.14,317.27,478.46
23436.4984,249.54,317.24,479.3
23461.3924,249.86,317.19,480.77
23487.80584,249.5,317.65,479.88
23512.23445,249.53,317.23,479.32
23537.8685,249.48,317.22,480.47
23561.31506,249.5,317.21,479.9
23588.19818,249.5,317.22,479.89
23612.39815,249.12,317.25,478.76
23639.64272,249.51,317.23,479.89
23661.82089,249.5,317.23,479.89
23689.38494,249.14,317.27,478.74
23711.2031,249.47,317.63,480.19
23735.96478,249.5,317.22,479.89
23761.10601,249.55,317.25,478.75
23788.24449,249.51,317.23,479.33
23811.56492,249.52,317.22,479.6
23837.33964,249.51,317.23,479.89
23861.25946,249.13,317.26,478.74
23882.4873,249.5,317.63,479.89
23911.54981,249.49,317.22,480.18
23937.4783,249.52,317.24,479.89
23961.01451,249.48,317.21,479.9
23988.46936,249.5,317.64,479.9
24013.33094,249.46,317.19,480.48
24041.22639,249.14,317.7,478.45
24061.65576,249.54,317.24,479.32
24088.03272,249.18,317.28,478.17
24122.40911,249.5,317.22,479.9
24144.66763,249.12,317.26,478.74
24170.53866,249.5,317.65,479.6
24193.63928,249.11,317.23,479.04
24214.35237,249.5,317.23,479.61
24239.92872,249.5,317.22,479.89
24264.17565,249.53,317.23,479.32
24290.7722,249.08,317.23,479.61
24312.59966,249.52,317.66,479.32
24337.73828,249.12,317.25,478.75
24362.67257,249.5,317.2,480.19
24389.68349,249.49,317.21,479.89
24414.64877,249.46,317.21,479.9
24443.4011,249.53,317.24,479.32
24467.39578,249.5,317.65,479.33
24491.24956,249.5,317.23,479.61
24514.29605,249.47,317.21,480.47
24540.72309,249.1,317.25,479.31
24566.62178,249.17,317.27,478.16
24592.6199,249.53,317.26,479.03
24615.06391,249.13,317.68,478.47
24642.22026,249.46,317.18,480.76
24665.58743,249.5,317.23,479.6
24690.51242,249.49,317.63,480.17
24714.46013,249.15,317.28,478.18
24740.42678,249.13,317.68,478.75
24763.33141,249.83,317.15,481.93
24792.2802,249.52,317.24,479.89
24815.46545,249.51,317.24,479.89
24842.63444,249.5,317.21,479.9
24866.03212,249.51,317.22,479.61
24891.57033,249.49,317.2,480.18
24912.9107,249.52,317.22,479.62
24936.84578,249.48,317.22,479.91
24962.3816,249.51,317.22,479.89
24989.34889,249.51,317.23,479.34
25011.38282,249.49,317.21,480.46
25041.07833,249.86,317.17,481.34
25063.29536,249.51,317.23,479.6
25090.38568,249.48,317.21,479.9
25115.60988,249.47,317.2,480.47
25140.8999,249.87,317.16,481.34
25163.51986,249.5,317.21,480.17
25190.64903,249.14,317.27,478.76
25215.01374,249.49,317.22,479.89
