Time in ms,X in mm,Y in mm,Z in mm
17189.90541,249.52,317.24,479.32
17211.79104,249.53,317.23,479.6
17237.29873,249.46,317.21,480.19
17261.57928,249.11,317.23,479.04
17287.0903,249.89,317.18,480.77
17311.76829,249.5,317.64,479.62
17337.85653,249.49,317.23,479.61
17361.67336,249.51,317.23,479.6
17388.03291,249.51,317.65,479.33
17411.75056,249.51,317.66,479.6
17432.95407,249.51,317.23,479.59
17457.56078,249.92,317.63,479.91
17480.62444,249.12,317.26,478.75
17506.65045,249.51,317.22,479.9
17530.87592,249.51,317.25,479.32
17558.09975,249.12,317.26,478.76
17579.9489,249.52,317.24,479.32
17607.71155,249.84,317.16,481.35
17630.69391,249.52,317.21,479.61
17654.56915,249.49,317.63,479.89
17677.62232,249.49,317.22,480.18
17705.91831,249.53,317.22,479.61
17730.19981,249.87,317.62,480.76
17756.22368,249.12,317.66,479.03
17777.89116,249.49,317.21,479.89
17804.1513,249.53,317.23,479.6
17829.12421,249.55,317.24,479.31
17860.98146,249.49,317.21,480.18
17888.98993,249.5,317.21,480.18
17912.99868,249.5,317.64,479.62
17940.71436,249.48,317.2,480.48
17963.4192,249.51,317.23,479.89
17987.89215,249.54,317.24,479.3
18010.68187,249.49,317.21,480.18
18037.40978,249.49,317.22,479.9
18061.3718,249.51,317.24,479.31
18086.87806,249.15,317.28,478.18
18111.1536,249.51,317.64,479.9
18135.48541,249.51,317.22,479.61
18160.05182,249.5,317.64,479.89
18187.36863,249.51,317.23,479.61
18210.99973,249.49,317.64,479.91
18236.69529,249.49,317.22,479.9
18262.19654,249.5,317.22,479.89
18289.8345,249.15,317.7,478.17
18321.44856,249.53,317.67,479.31
18345.44945,249.5,317.64,479.9
18372.19071,249.51,317.25,479.33
18397.47119,249.47,317.19,480.18
18424.83807,249.5,317.23,479.88
18447.93773,249.48,317.21,480.19
18473.00673,249.87,317.17,481.33
18496.54055,249.53,317.24,479.32
18525.13409,249.13,317.26,478.74
18548.47407,249.12,317.25,479.03
18578.31478,249.14,317.26,478.74
18604.45714,249.5,317.21,479.89
18627.61283,249.51,317.23,479.61
18654.82998,249.53,317.67,479.32
18678.40528,249.5,317.23,479.61
18704.98705,249.51,317.22,479.9
18728.21569,249.49,317.22,479.9
18752.42662,249.52,317.22,479.6
18777.48418,249.51,317.22,479.9
18803.38788,249.49,317.22,479.89
18826.58052,249.14,317.68,478.74
18853.58596,249.5,317.64,479.9
18877.72512,249.51,317.22,479.89
18902.42839,249.52,317.21,479.89
18928.66683,249.5,317.22,480.18
18956.36678,249.87,317.18,480.77
18981.37021,249.5,317.21,479.9
19008.63886,249.47,317.63,480.18
19032.92823,249.49,317.23,479.9
19058.53176,249.5,317.22,479.9
19081.34174,249.5,317.23,479.89
19105.09229,249.5,317.24,479.61
19128.39055,249.5,317.23,479.61
19154.54078,249.5,317.23,479.89
19178.23696,249.49,317.2,479.9
19203.78447,249.5,317.64,479.89
19232.25021,249.85,317.17,481.64
19262.25734,249.52,317.23,479.31
19287.61911,249.5,317.21,479.9
19310.36067,249.56,317.67,479.03
19336.03311,249.14,317.26,478.75
19360.8737,249.51,317.23,479.6
19382.01904,249.53,317.67,479.31
19407.058,249.52,317.25,479.31
19437.36029,249.47,317.63,480.46
19462.92281,249.17,317.28,478.18
19489.65955,249.52,317.64,479.89
19511.41882,249.48,317.21,480.18
19537.16779,249.85,317.16,481.35
