Time in ms,X in mm,Y in mm,Z in mm
20503.49164,244.5,315.11,480.44
20532.45735,245.18,314.99,483.31
20558.24208,245.32,315.1,481.0
20585.68597,245.53,315.32,485.07
20608.0687,245.54,315.33,484.78
20635.58269,246.07,315.43,482.75
20663.01775,246.14,315.51,481.57
20690.36174,246.36,315.28,477.3
20719.79451,247.5,315.16,479.85
20744.84897,250.32,315.01,483.04
20769.94681,251.61,314.62,482.15
20794.53993,252.48,314.63,482.16
20820.63007,253.4,314.36,478.71
20846.38739,254.27,314.39,478.42
20870.12339,255.54,314.82,478.15
20894.86289,260.52,313.83,481.0
20921.39959,258.34,314.47,485.36
20946.46096,258.79,314.19,482.16
20972.10121,259.24,313.76,482.43
20996.21654,259.26,313.83,481.0
21023.03362,259.26,313.48,479.57
21046.14305,259.28,313.49,479.57
21070.62244,259.28,313.9,479.85
21096.40789,259.27,314.33,479.57
21123.75975,259.24,313.4,481.0
21149.41311,259.25,313.37,481.86
21174.21222,259.24,314.19,482.44
21200.88029,258.79,314.11,483.61
21233.41322,258.36,313.7,483.6
21259.38392,257.12,314.17,482.73
21284.48558,255.89,313.86,480.44
21308.44331,254.26,314.36,478.71
21337.30602,254.11,314.12,483.32
21363.38353,252.84,314.14,483.31
21388.20505,251.96,314.52,484.21
21418.43772,249.91,314.61,482.44
21441.73646,248.33,315.18,479.57
21468.91713,247.14,315.22,478.44
21497.49422,244.8,315.0,483.02
21523.83494,246.12,315.47,482.14
21547.13631,245.69,315.48,481.85
21574.17178,245.63,314.99,483.3
21598.9387,244.94,315.14,480.41
21633.15439,245.32,315.1,481.28
21658.39076,245.3,315.08,481.59
21684.20792,245.63,315.01,483.04
21708.89068,245.65,315.44,482.75
21732.42092,245.76,315.53,480.72
21762.78996,246.17,315.53,480.99
21793.55383,246.71,315.2,478.99
21818.10474,247.49,314.75,479.56
21844.51437,249.93,315.05,481.86
21871.34814,251.96,314.54,483.62
21897.47882,252.94,314.69,480.7
21925.24695,253.82,314.36,478.99
21950.89436,254.78,315.01,474.24
21979.04277,260.96,314.28,480.71
22002.83623,257.93,313.67,484.18
22029.70052,258.76,313.6,485.65
22058.12192,258.82,313.81,481.28
22083.64296,259.25,313.82,481.28
22108.97446,259.25,314.25,481.01
22137.88128,259.27,313.88,479.84
22162.01663,259.3,313.93,479.27
22187.69479,259.27,313.44,480.7
22213.76467,259.25,313.85,480.72
22243.33429,259.24,313.79,481.87
22268.16297,259.23,314.21,481.87
22297.06931,258.85,314.25,480.99
22330.34539,258.4,313.79,481.86
22356.99081,257.54,313.78,481.86
22381.73079,255.92,314.75,479.29
22410.00462,254.26,314.39,478.44
22432.95956,253.74,314.24,481.29
22461.58075,252.85,314.16,482.73
22487.02431,251.97,314.08,484.48
22513.47828,251.12,314.11,483.9
22542.7587,249.96,314.66,481.28
22569.96512,248.78,314.77,479.28
22599.27201,248.18,314.99,483.03
22625.33951,246.67,314.75,479.29
22650.59876,244.34,314.98,483.32
22675.61388,246.17,315.1,481.0
22701.13349,246.46,315.4,483.61
22726.13645,246.15,315.49,481.57
22752.7945,246.08,315.02,482.73
22775.73466,246.05,315.43,483.02
22801.33557,246.03,315.37,483.9
22825.75369,245.72,315.08,481.58
22853.07717,246.12,315.04,482.15
22877.05874,246.42,315.38,483.9
22901.0148,246.25,315.58,479.57
22928.18666,246.67,315.17,479.57
22961.77197,248.04,315.29,477.58
22988.94906,250.01,314.72,480.13
23019.25135,252.0,314.15,483.02
23042.58275,252.88,314.61,482.15
23066.23769,253.79,314.72,480.42
23091.46404,255.0,314.64,481.85
23114.07423,255.46,314.28,480.71
23137.32624,255.92,314.76,479.29
23167.16337,257.53,313.73,483.01
23194.66043,257.97,313.35,482.15
23222.53323,258.37,313.75,482.73
23258.24356,258.45,314.36,478.98
23283.98919,259.23,314.19,482.14
23308.13909,259.23,313.76,482.17
23338.3801,259.24,313.77,482.43
23364.24899,259.61,313.67,483.92
23388.13424,259.26,314.2,482.14
23413.50198,258.84,314.27,480.71
23439.31437,258.81,314.18,482.44
23466.17842,258.38,313.78,482.15
23491.39857,257.53,313.34,482.15
23520.38813,255.91,313.88,480.13
23544.6074,254.28,314.42,477.85
23573.50326,253.4,314.32,479.57
23599.24579,252.5,314.24,481.27
23627.53272,251.55,313.68,483.89
23653.84197,249.55,314.68,481.0
23679.59023,247.52,315.19,479.28
23703.04513,246.19,315.14,480.42
23733.04248,245.36,315.13,480.43
23759.80401,245.8,315.14,479.86
23790.86399,245.65,315.03,482.75
23818.44306,245.67,315.43,483.01
23845.64018,245.51,315.31,485.37
23867.8534,245.57,314.94,484.21
23902.31204,245.64,315.0,483.02
23926.2321,245.68,315.04,482.43
23956.29764,245.7,315.06,481.59
23978.00779,246.15,315.48,481.58
24006.2263,244.28,315.35,484.49
24032.1641,246.69,315.2,479.0
24056.49734,247.92,315.19,479.28
24082.7949,249.15,314.7,480.43
24110.46195,250.77,314.6,482.44
24134.25136,252.41,314.99,483.31
24158.45799,253.32,314.63,481.87
24188.18069,254.6,314.23,481.28
24212.6596,255.91,314.33,479.57
24241.6153,257.51,314.12,483.88
24268.64433,258.34,313.66,484.18
24293.64204,258.8,314.6,482.45
24313.46607,258.83,314.68,481.0
24340.29293,259.25,314.23,481.56
24369.44366,259.27,313.89,479.57
24394.19341,259.65,313.79,481.87
24416.94427,259.28,313.95,478.71
24441.27154,259.28,314.33,479.56
24468.25743,259.27,313.86,480.72
24495.27621,259.25,313.37,481.86
24523.97609,258.81,313.79,481.58
24547.1034,258.37,313.76,482.44
24575.46186,257.89,313.58,485.67
24601.09258,255.52,314.8,478.72
24625.09394,255.47,314.7,480.43
24646.68989,254.26,313.98,478.15
24672.72043,253.82,313.93,479.28
24697.32499,252.95,314.27,480.41
24725.79956,251.99,314.13,483.6
24754.21691,250.37,315.07,481.58
24780.68137,248.74,315.15,480.15
24802.99783,247.85,315.12,480.72
24832.07273,246.25,315.17,479.57
24859.54785,245.82,315.58,479.84
24886.52563,246.46,315.4,483.31
24909.86657,246.0,314.94,484.48
24933.02178,245.63,315.41,483.32
24959.40804,245.64,315.0,483.03
24985.35299,245.61,314.97,483.32
25011.67369,245.66,315.01,482.73
25038.30671,245.73,315.5,481.86
25069.9029,245.99,315.35,484.48
25098.24443,246.45,315.39,483.89
25124.6655,246.3,315.23,478.43
25153.26595,248.33,314.74,479.56
25178.80082,250.73,314.58,483.03
25201.82276,251.99,314.54,483.6
25227.57435,252.97,314.75,479.57
25253.39866,254.19,314.69,480.71
25283.44154,255.1,313.96,478.71
25306.32305,258.38,314.64,481.59
25335.20818,257.51,313.67,484.19
25359.55644,257.94,313.32,482.74
25389.53996,258.78,313.25,483.9
25420.58182,258.81,314.15,483.01
25451.7982,258.83,314.24,481.57
25476.53341,259.26,314.27,481.0
25507.53617,259.23,313.37,481.58
25536.57389,259.22,313.74,482.73
25564.73351,259.22,314.17,482.74
25592.89217,258.8,314.63,481.86
25616.64414,258.8,314.18,482.43
25641.88027,258.39,313.77,482.15
25666.88681,257.98,313.83,481.0
25692.61003,255.52,314.37,478.71
25718.53828,253.79,314.68,480.99
25743.12878,252.47,314.64,481.87
25767.52186,251.54,314.1,483.91
25793.33496,250.3,314.56,483.31
25822.22939,248.75,314.75,479.85
25845.72053,247.56,314.79,478.72
25875.51832,247.18,315.66,478.14
25900.74444,246.66,315.59,479.57
25924.57438,245.84,315.18,479.01
25946.36011,246.49,315.44,482.74
25973.57726,245.37,315.13,480.42
25997.0963,245.42,315.18,479.28
26022.44163,246.16,315.5,481.28
26046.27275,246.46,314.97,483.61
26069.80658,246.37,314.87,485.66
26092.63015,246.11,315.47,481.87
26118.12353,245.79,315.56,480.42
26142.30585,245.4,315.18,479.57
26169.31224,246.15,315.52,481.28
26192.8997,245.82,315.17,479.85
26217.98968,247.08,315.17,479.56
26241.78958,247.55,315.2,479.0
26271.00801,249.62,314.76,479.28
26296.3531,251.99,314.14,483.31
26321.36822,253.35,314.68,481.27
26346.06671,254.63,314.71,480.43
26374.74513,256.67,314.57,483.03
26402.23932,259.24,314.2,482.15
26427.25134,258.81,313.71,483.31
26453.61948,258.83,313.83,481.01
